Descripcion,Codigo
Pegamento para enchape,pp
Fragua,pp
Otros materiales,pp
Puerta principal enchapada en cedro,PUER
Puerta vaivén de cocina,PUER
Puerta de lavanderia,PUER
"Puertas enchapado en cedro de baños, wc, dorm de servicio",PUER
Puertas enchapado en cedro de dormitorios,PUER
Puertas contraplacadas en MDF en depositos,PUER
Tapita de melamine para tapar medidor de agua y cajas de pase electricas,PUER
Melamine adicional,CLO
Closets de melamine de 0.60 m de profundidad,CLO
WC de melamine de 0.50 m de profundidad,MBA
Mueble de melamine de cocina bajo,MCO
Mueble de melamine de cocina alto,MCO
Mueble despensa y horno,MCO
Tablero de granito en cocinas,TAB
Tablero de marmol en baños ,TAB
Tablaro de granito en recepción,TAB
Mueble bajo en baños,MBA
Zocalo de madera,MBA
Piso de bamboo,PP
Escaleras de bamboo,PP
Chapas interiores con llave,CERR
Chapas interiores sin llave,CERR
Chapas puertas principales,CERR
"Bisagras aceradas de 3""",CERR
Bisagras vaiven,CERR
Bisagras antipalanca para ptas principales,CERR
Chapas y bisagras adicionales,CERR
Pasamanos,CMT
Barandas de area comun,CMT
Barandas en departamentos,CMT
Tapas de cisterna,CMT
Ganchos para tubos en sotano,CMT
Rejillas en sotano,CMT
Techo sol y sombra,CMT
Pintado de barandas y pasamanos,CMT
Mamparas,VMP
Ventanas,VMP
Ventanas de baño,VMP
Puerta de vidrio de ingreso (1.2x2.4),VMP
Puertas de vidrio ,VMP
Vidrio en balcones,VMP
Pasamanos en balcones,VMP
Adicionales,VMP
"Imprimado, empaste 4 manos y pintura 3 manos (pared y techo dptos)",PINT
"Imprimado, empaste 4 manos y pintura 3 manos (Area común)",PINT
"Imprimado, empaste 4 manos y pintura 3 manos (Fachada)",PINT
"Imprimado, empaste 4 manos y pintura 3 manos (Ductos)",PINT
Muro posterior,PINT
Sotanos,PINT
Adicionales,PINT
"Temple,imprimante,yeso,sellador,lijas,pintura",PINT
Mezcladora ovalin,ASG
Grifería para agua fría-baño de visita,ASG
Grifería para baño de servicio,ASG
Mezcladora monocomando para cocinas,ASG
Mezcladora ducha tina monocomando,ASG
Mezcladora para ducha,ASG
Mezcladora para ducha en baño de servicio,ASG
Llaves esféricas para agua fria y caliente en lavandería,ASG
Griferias para lavaderos de BBQ,ASG
Inodoro one piece,ASG
Inodoro de servicio,ASG
Bowl de sobreponer,ASG
Lavatorio ovalín,ASG
Lavatorio con pedestal,ASG
Tina (varias medidas),ASG
Lavadero trebol amazonas,ASG
Lavadero acero inoxidable para cocina,ASG
Lavaderos de BBQ,ASG
Espejo vidrio nacional 3 mm sin biselar,ASG
Colocación de tinas,ASG
Colocación de inodoros,ASG
Colocación de bowl,ASG
Colocación de griferia de bowl,ASG
Colocación de ovalines,ASG
Colocación de mezcladora de ovalines,ASG
Colocación de lavatorios de baño de servicio,ASG
Colocación de griferia de lavatorios de baño de servicio,ASG
Colocación lavadero amazonas,ASG
Colocación de griferia lavadero amazonas,ASG
Colocación lavadero de cocinas,ASG
Colocación de mezcladora de lavadero de cocinas,ASG
Colocación lavadero de BBQ,ASG
Colocación de griferai de lavadero de BBQ,ASG
Colocacion de Mezcladora de ducha y tina,ASG
Colocación de Mezcladora de ducha de baño de servicio,ASG
Colocación de Mezcladora de ducha  ,ASG
Jabonera ,ASG
gancho de losa,ASG
Papelera ,ASG
Asiento para inodoro rapid jet,ASG
"Registros y sumideros cromados de 2""",ASG
"Registros y sumideros cromados de 3""",ASG
"Registros y sumideros cromados de 4""",ASG
"Registros y sumideros de bronce de 2""",ASG
"Registros y sumideros de bronce de 3""",ASG
"Registros y sumideros de bronce de 4""",ASG
Trampas botella en baño de visita,ASG
Luminaria sótano - Luminaria tipo industrial 1 x 36 W,ASG
Socket con foco en depósitos y cuartos de basura,ASG
Detectores de humo,ASG
Detectores de temperatura,ASG
Extractores de aire,ASG
Luces de emergencia,ASG
Luminaria escalera y area comun,ASG
Luminaria en ingreso ,ASG
Luminarias en area común Braket,ASG
Sensor de movimiento,ASG
Montaje de luminarias,ASG
Placas electricas,ASG
Señales de seguridad,TVAR
Pintura de numeración de estacionamientos,TVAR
Pintura de delimitación de estacionamientos,TVAR
Letreros # de departamento,TVAR
Letreros # de depósito,TVAR
Letreros # de pisos,TVAR
Sardinel de concreto para duchas,TVAR
Mandil de albañilería para tinas,TVAR
Mesas de concreto para ovalines,TVAR
poyos,TVAR
Grass en penthouse e ingreso,TVAR
Rejillas de gas,TVAR
Topellantas en estacionamientos,TVAR
Caja de madera en valvulas de corte,TVAR
Vano de drywall en ascensores,TVAR
Drywall en obra,TVAR
Modulo de recepcion de melamine,TVAR
Pasamanos de madera,TVAR
"Puntos de agua fría de PVC de 1/2"" y 3/4""",AF
"Llaves de paso de 1/2"" y 3/4""",AF
Llave General,AF
"Red de distribución de PVC de 1/2"" ",AF
"Red de distribución de PVC de 3/4"" ",AF
"Red de distribución de PVC de 1"", 1 1/2"" , 2"", 2 1/2""",AF
Nicho de llave general,AF
Nicho de medidores,AF
Ptos de grifos de Riego,AF
Colocación de Grifos de Riego,AF
Colocación de Llaves telescópicas y contometros,AF
"Tuberias de 1/2""",AF
"Tuberias de 3/4""",AF
"Tuberias de 1""",AF
"Tuberias de 1 1/2""",AF
"Tuberias de 2""",AF
"Tuberias de 2 1/2""",AF
"Llaves de paso de 1/2""",AF
"Llaves de paso de 3/4""",AF
"Grifos de riego de 1/2"" ",AF
Llaves telescopicas para medidores,AF
Medidores de agua,AF
"Puntos de agua caliente de CPVC de 1/2"" y 3/4""",AC
"Red de distribución de CPVC de 1/2"" ",AC
"Red de distribución de CPVC de 3/4"" ",AC
"Llaves de paso de 1/2"" y 3/4""",AC
"Tuberias de 1/2"" CPVC",AC
"Tuberias de 3/4"" CPVC",AC
"Llaves de paso de 1/2"" ",AC
"Llaves de paso de 3/4""",AC
Ptos de Ventilación,AC
Ptos de Montante,AC
"Tubería colgante de 6""",AC
"Tubería colgante de 4""",AC
"Tubería colgante de 3""",AC
"Tubería colgante de 2""",AC
"Tubería en piso de 4""",AC
"Tubería en piso de 3""",AC
"Tubería en piso de 2""",AC
"Tubería montante de 4""",AC
"Tubería montante de 2""",AC
"Tubería de ventilacion de 2""",AC
"Tubería de ventilacion de 3""",AC
"Puntos de desagüe PVC-SAL de 2""",DES
"Puntos de desagüe PVC-SAL de 4""",DES
"Puntos de registro de 2""",DES
"Puntos de registro de 3""",DES
"Puntos de registro de 4""",DES
"Puntos de sumidero de 2""",DES
Colocación de registros y sumideros  ,DES
"Tubería de PVC-SAL de desagüe de 4"" ",DES
"Tubería de PVC-SAL de desagüe de 2"" ",DES
"Cajas de registro de 12"" x 24""",DES
Excavacion de zanja y solado,DES
Tuberia colgante,DES
Tuberia enterrada,DES
Ventilación pozo de desague,DES
Tubería de impulsión a caja de registro,DES
"Ptos Sumideros de 2"" en techos",DES
"Ptos Registros de 2"" en techos",DES
"Colocacion de sumideros de 2"" en techos",DES
"Colocacion de registros de 2"" en techos",DES
"Sombrero de ventilación de PVC de 2"", 3"" y 4""",DES
"Tubería de ventilación de 2"" de PVC de bomba sumidero",DES
"Valvula de check de 2""",DES
Cajas de desague,DES
Pto de rebose,DES
Pto de agua de ingreso a cisterna,DES
"Llave de paso de 3/4""",DES
Niple rompe agua,DES
Tubería de agua a cisterna,DES
Pruebas Hidraulicas,DES
"Tubería de 2"" PVC para alimentación de la cisterna",DES
"valvulas de 3/4"" para bomba de agua",DES
"Valvula esférica de 2""",DES
"Valvula esférica de 1""",DES
"Valvula check de 2 1/2""",DES
Valvula de compuerta,DES
"Valvula flotadora de 2""",DES
Brida rompeaguas,DES
"Accesorios de agua fria, agua caliente y desague",DES
"Pegamento de agua fria, aga caliente y desague",DES
tuberías extras,DES
otros (detalles),DES
Sedapal instalación externa,DES
Bombas de agua con sistema de presión constante,EQB
Bombas de piscina y accesorios,EQB
Instalación de bombas de agua y desague,EQB
Bombas ACI (incluye accesorios e instalación),EQB
Bombas de drenaje,EQB
Bomba de desagüe,EQB
Salidas de centro de luz (techo),SAL
Salidas de spot light,SAL
Salidas de braquete de pared,SAL
Salida para interruptor (secadora),SAL
Salida para calentador de agua,SAL
Salida para cocina ,SAL
Salida para campana extractora,SAL
Salida para lavadora,SAL
Salida para aire forzado,SAL
Salida para timbre electrico,SAL
Salida para puerta levadiza,SAL
Salida para sensor de humo,SAL
Salida para sensor de temperatura,SAL
Salida para tomacorrientes,SAL
Salida para luces de emergencia,SAL
Salida para sensor de movimiento,SAL
Salida para camara de video,SAL
Salida para horno,SAL
Salida de televisión por cable,SAL
Salida de teléfono,SAL
Salida de intercomunicador,SAL
Salida para electrobombas,SAL
Punto para poso septico,SAL
Salida de ascensor,SAL
Salida para montasillas,SAL
Salida para ascensor de carro,SAL
Punto para generador electrico,SAL
Salida para cerco eléctrico,SAL
Salida portero,SAL
Salida chapa eléctrica,SAL
Tablero TSG,TEL
Tablero TD- SS01,TEL
Tablero TD- SS02,TEL
Tablero TD- SS03,TEL
Tablero TD- 101,TEL
Tablero TD- 102,TEL
Tablero TD- 103,TEL
Tablero TD- 201,TEL
Tablero TD- 202,TEL
Tablero TD- 203,TEL
Tablero TD- 204,TEL
Tablero TD- 301,TEL
Tablero TD- 302,TEL
Tablero TD- 303,TEL
Tablero TD- 304,TEL
Tablero TD- 401,TEL
Tablero TD- 402,TEL
Tablero TD- 403,TEL
Tablero TD- 404,TEL
Tablero TD- 501,TEL
Tablero TD- 502,TEL
Tablero TD- 503,TEL
Tablero TD- 504,TEL
Tablero ASC,TEL
Tablero TBD,TEL
Tablero TBA,TEL
Acometida exterior corriente,CAN
Acometida exterior telefono,CAN
Acometida exterior TV Movistar,CAN
Caja de pase,CAN
Entubado montante corriente ,CAN
Entubado montante telefono,CAN
Montante entubado TV Movistar ,CAN
Montante entubado intercomunicador,CAN
Entubado montante aereo telefono,CAN
Entubado montante aereo TV Movistar,CAN
Entubado portero intercomunicador,CAN
Entubado para puerta seccionaria,CAN
Entubado para chapa electrica,CAN
Entubado para bomba de agua,CAN
Entubado cuarto de maquina ascensor,CAN
Entubado para pozo septico,CAN
Entubado para ascensor de minusvalido,CAN
Entubado para ventilación de sotanos,CAN
Banco de medidores F2 + 22 medidores,CAN
Cableado del dpto SS01 al medidor,CEL
Cableado del dpto SS02 al medidor,CEL
Cableado del dpto SS03 al medidor,CEL
Cableado del dpto 101 al medidor,CEL
Cableado del dpto 102 al medidor,CEL
Cableado del dpto 103 al medidor,CEL
Cableado del dpto 201 al medidor,CEL
Cableado del dpto 202 al medidor,CEL
Cableado del dpto 203 al medidor,CEL
Cableado del dpto 204 al medidor,CEL
Cableado del dpto 301 al medidor,CEL
Cableado del dpto 302 al medidor,CEL
Cableado del dpto 303 al medidor,CEL
Cableado del dpto 304 al medidor,CEL
Cableado del dpto 401 al medidor,CEL
Cableado del dpto 402 al medidor,CEL
Cableado del dpto 403 al medidor,CEL
Cableado del dpto 404 al medidor,CEL
Cableado del dpto 501 al medidor,CEL
Cableado del dpto 502 al medidor,CEL
Cableado del dpto 503 al medidor,CEL
Cableado del dpto 504 al medidor,CEL
Cableado de Servicios generales a la acometida,CEL
Cableado Ascensor ,CEL
Cableado bomba de agua,CEL
Cableado bomba de desague,CEL
Cableado de puerta levadiza,CEL
Cableado de ascensor de minusvalido,CEL
Cableado de ventilación de sotanos,CEL
Pozos a tierra de 10 ohm (máx) mano de obra,SPT
Cableado de linea a tierra de pozo al F1,SPT
Cableado del pozo a tierra al edificio,SPT
Resane de tuberías,SPT
Mantenimiento electrico,SPT
Fuente de intercomunicador,SPT
Cable 2.5mm2,CEL
Cable 4mm2,CEL
Cable 6mm2,CEL
Cable 10mm2,CEL
Cable 16mm2,CEL
Cable 25mm2,CEL
Pozos a tierra de 10 ohm (máx) material,SPT
Conexión de pozos al sistema eléctrico (cable: 1x35mm2 Cu desnudo),SPT
Conexión de pozos al sistema eléctrico (cable: 1x16mm2 Cu desnudo),SPT
Prueba de pozos a tierra,SPT
Caja de pase (50x30x15),CP
Caja de pase (35x65x15),CP
Caja de pase (25x25x7),CP
Caja de pase (15x15x7),CP
Tablero de departamentos tipo T-1,TEL
Tablero de departamentos tipo T-2,TEL
Tablero de servicios generales TSG,TEL
Tablero de bomba de agua TBA,TEL
Tablero de bomba de desagüe TBD,TEL
Tablero de ACI,TEL
Tablero de ventilación de sotanos,TEL
Tablero de TASC,TEL
"Tubería 65 mm PVC SAP eléctrica (2"")",CAN
"Tubería 55 mm PVC SAP eléctrica (2"")",CAN
"Tubería 50 mm PVC SAP eléctrica (2"")",CAN
"Tubería 40 mm PVC SAP eléctrica (1 1/2"")",CAN
"Tubería 35 mm PVC SAP eléctrica (1"")",CAN
"Tubería 25 mm PVC SAP eléctrica (3/4"")",CAN
"Tubería 20 mm PVC SAP eléctrica (1/2"")",CAN
"Tubería 15 mm PVC SAP eléctrica (1/2"")",CAN
"Accesorios, cajas oct y rect",CAN
"Otros (pegamentos, cintas, Hsierra, conectores)",CAN
Adicional de tuberias,CAN
Adicional de cables,CAN
Central de intercomunicadores,BM
"Material de inicio (meneques, tortuga y cable vulcanizado)",BM
Medidor para departamentos,BM
Medidor trifásico para servicios generales,BM
Ascensores,ASC
Instalaciones de gas natural,GAS
Plataforma elevadora para minusválidos,ELEV
"Rotomartillo, tronzadora, vibradora, radial, amoladora, winche, taladro rep",EQIM
Reparación de equipos,EQIM
Sistema ACI de rociadores,ACI
Sistema de Extracción de Monoxido,SVE
Equipos de cocina,EQC
Ing. asistente,GG
Arquitecto,GG
Asistente administrativo,GG
Prevencion de riesgos (2),GG
Contador,GG
Abogada,GG
Maestros de obra,GG
Almaceneros,GG
"Equipos de protección personal (cascos, botas, etc)",GG
Material de seguridad,GG
Material de limpieza,GG
Carro (gasolina y mantenimiento),GG
Estacionamientos y peajes,GG
Material y Equipos de oficina,GG
Impresión de planos,GG
Suministro de energía,GG
Suministro de agua para la obra,GG
Otros,GG
Sra de limpieza,GG
Cuota sindical,GG
Reuniones de celebración,GG
Administración del edificio,GG
Transportes y movilidades,GG
Gastos en Vecinos,GG
Vigilantes (2),GG
Seguro CAR (Todo riesgo) 12 meses,GG
Seguro medico,GG
Seguro multiriezgo,GG
Sencico,GG
Seguro de responsabilidad civil,GG
CONTINGENTE DE OBRA,CONTI
OFICINA,OP
ALMACEN Y GUARDIANIA,OP
LIMPIEZA PERMANENTE DE LA OBRA,OP
CARTEL DE OBRA,OP
ALQUILER BAÑO PORTATIL,OP
TRANSPORTE VERTICAL DE MATERIALES,OP
CERCO METALICO PLANCHA  ACANALADA,OP
CONSUMO DE AGUA POTABLE DURANTE LA OBRA,OP
 INSTALACIONES PROVISIONALES DE ENERGIA ELECTRICA,OP
CONSUMO DE ENERGIA ELECTRICA DURANTE LA OBRA,OP
LIMPIEZA  TERRENO,OP
MOVILIZACION Y DESMOVILIZACION DE MAQUINARIA  Y HERRAMIENTAS,OP
"TRAZO, NIVELES Y REPLANTEO PRELIMINAR CON VALLAS AISLADAS",OP
TRAZO Y REPLANTEO DURANTE EL PROCESO DE LA OBRA,OP
"ELABORACION, IMPLEMENTACION Y ADMINISTRACION DEL PLAN DE SEGURIDAD Y SALUD EN EL TRABAJO",SEG
EQUIPOS DE PROTECCION INDIVIDUAL,SEG
EQUIPOS DE PROTECCION COLECTIVA,SEG
SEÑALIZACION TEMPORAL DE SEGURIDAD,SEG
CAPACITACION EN SEGURIDAD Y SALUD,SEG
RECURSOS PARA RESPUESTAS ANTE EMERGENCIA,SEG
EXCAVACION Y ELIMINACION MASIVA SOTANOS,MT
EXCAVACION DE PARA CALZADURAS,MT
EXCAVACION PARA CIMIENTOS HASTA 1.40 MT TERRENO NORMAL,MT
EXCAVACION PARA ZAPATAS DE 1.00 MT A 1.40 MT DE PROFUNDIDAD,MT
RELLENO COMPACTADO PARA ESTRUCTURAS CON MATERIAL PROPIO,MT
NIVELACION INTERIOR APISONADO C/EQUIPO,MT
ACARREOS Y ELIMINACIONES,MT
ACARREO DE MATERIAL EXCEDENTE (MANUAL) HASTA 50M.,MT
ELIMINACION DE MATERIAL EXEDENTE,MT
 BASES PARA PISOS,MT
"BASE DE MATERIAL AFIRMADO DE 4"" , CON COMPACTADORA MANUAL",MT
CONCRETO F'C=100 KG/CM2 PARA CALZADURAS,CS
ENCOFRADO Y DESENCOFRADO NORMAL PARA CALZADURAS,CS
CONCRETO F'C=100 KG/CM2 PARA FALSO CIMIENTO,CS
CONCRETO FC=100 KG/CM2 + 30% P.G. PARA CIMIENTOS CORRIDOS,CS
CONCRETO CEMENTO-HORMIGON 1:8  PARA SOBRECIMIENTOS,CS
ENCOFRADO Y DESENCOF. SOBRECIMIENTO DE 0.30 A 0.60 MT,CS
"SOLADO PARA ZAPATAS DE 2"" MEZCLA 1:12 CEMENTO-HORMIGON",CS
"FALSO PISO CONCRETO F'C=100 KG/CM2, E=0.10 M",CS
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA RAMPAS H=15 CM,CA
ENCOFRADO Y DESENCOFRADO DE RAMPAS,CA
ACERO ESTRUCTURAL TRABAJADO PARA RAMPAS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA LOSA DE PISO H=10 CM,CA
ENCOFRADO Y DESENCOFRADO LOSA DE PISO,CA
ACERO ESTRUCTURAL TRABAJADO PARA PAVIMENTOS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA ZAPATAS,CA
ENCOFRADO Y DESENCOFRADO NORMAL PARA ZAPATAS,CA
ACERO ESTRUCTURAL TRABAJADO PARA ZAPATAS,CA
CONCRETO F'C=210 KG/CM2 PARA VIGAS DE CIMENTACION,CA
ENCOFRADO Y DESENCOFRADO NORMAL PARA VIGAS DE CIMENTACION,CA
ACERO ESTRUCTURAL TRABAJADO PARA VIGAS DE CIMENTACION,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA COLUMNAS,CA
ENCOFRADO Y DESENCOFRADO NORMAL DE COLUMNAS AISLADAS,CA
ACERO ESTRUCTURAL TRABAJADO PARA COLUMNAS AISLADAS,CA
CONCRETO F'C=210 KG/CM2. PARA COLUMNAS DE CONFINAMIENTO,CA
ENCOFRADO Y DESENCOFRADO NORMAL DE COLUMNAS DE CONFINAMIENTO,CA
ACERO ESTRUCTURAL TRABAJADO PARA COLUMNAS DE CONFINAMIENTO,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA PLACAS,CA
"ENCOFRADO Y DESENCOFRADO MUROS, 2 CARAS, SISTEMA EFCO",CA
ACERO ESTRUCTURAL TRABAJADO PARA MUROS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA MUROS,CA
"ENCOFRADO Y DESENCOFRADO MUROS, 2 CARAS, SISTEMA EFCO",CA
ACERO ESTRUCTURAL TRABAJADO PARA MUROS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA VIGAS,CA
ENCOFRADO Y DESENCOFRADO PARA VIGAS RECTAS Y DINTELES,CA
ACERO ESTRUCTURAL TRABAJADO PARA MUROS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA LOSAS MACIZAS,CA
ENCOFRADO Y DESENCOFRADO PARA LOSAS MACIZAS,CA
ACERO ESTRUCTURAL TRABAJADO PARA LOSAS MACIZAS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA LOSAS ALIGERADAS,CA
ENCOFRADO Y DESENCOFRADO DE LOSAS ALIGERADAS,CA
LADRILLO DE ARCILLA DE  30X30X15 CM,CA
LADRILLO DE ARCILLA DE  30X30X20 CM,CA
ACERO ESTRUCTURAL TRABAJADO PARA LOSAS ALIGERADAS,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA ESCALERAS,CA
ENCOFRADO Y DESENCOFRADO PARA ESCALERAS,CA
ACERO ESTRUCTURAL TRABAJADO PARA ESCALERAS,CA
CONCRETO PREMEZCLADO F'C=280 KG/CM2 PARA CISTERNA,CA
ENCOFRADO Y DESENCOFRADO NORMAL EN CISTERNA SUBTERRANEA,CA
ACERO ESTRUCTURAL TRABAJADO PARA CISTERNA SUBTERRANEA,CA
CONCRETO PREMEZCLADO F'C=210 KG/CM2 PARA CAMARA DE REUNION Y BOMBEO,CA
ENCOFRADO Y DESENCOFRADO NORMAL DE CAMARA DE REUNION Y BOMBEO DE DESAGUE,CA
ACERO ESTRUCTURAL TRABAJADO EN CAMARA DE REUNION Y BOMBEO DE DESAGUE,CA
"JUNTA DE CONSTRUCCION CON TEKNOPORT DE 2"" EN MUROS",CA
"JUNTA DE AISLAMIENTO CON TEKNOPORT DE 1"" X 15 CM EN PAVIMENTOS",CA
SELLO CON ELASTOMETRICO EN JUNTAS DE CONSTRUCCION,CA
JUNTAS ASFALTICAS,CA
PEGAMENTO UNION CONCRETO NUEVO-VIEJO (SIKADUR 32 GEL),CA
JUNTAS DE CONTRACCION ASERRADAS EN PAVIMENTOS,CA
MURO TABIQUE PLACA P-10 SILICO CALCAREO - 2 CARAVISTAS,ALB
MURO TABIQUE PLACA P-14 SILICO CALCAREO-2 CARAVISTAS,ALB
"MUROS DE LADRILLO KK  H10 DE 10X14X24 CM, AMARRE SOGA",ALB
MURO DE DRYWALL E=10 CM FIBROCEMENTO 2 CARAS,ALB
SOLAQUEO DE MUROS INTERIORES,REVO
OLAQUEO DE MUROS EXTERIORES,REVO
TARRAJEO RAYADO PRIMARIO ,REVO
TARRAJEO EN INTERIORES ACABADO CON CEMENTO-ARENA,REVO
TARRAJEO EN EXTERIORES CON CEMENTO-ARENA,REVO
"TARRAJEO FROTACHADO FINO EN MUROS INTERIORES, MEZCLA 1:5",REVO
TARRAJEO DE SUPERFICIE DE COLUMNAS CON CEMENTO-ARENA,REVO
TARRAJEO DE VIGAS PERALTADAS CON CEMENTO-ARENA,REVO
TARRAJEO CON IMPERMEABILIZANTE MUROS Y LOSA,REVO
"VESTIDURA DE DERRAMES EN PUERTAS, VENTANAS Y VANOS.",REVO
BRUÑAS ENTRE CIELO RASO Y MURO,REVO
VESTIDURA DE SUPERFICIE FONDO DE ESCALERA C/MOR.1:4 X 1.5 CM,REVO
PREPARACION DE GRADAS Y ESCALERAS DE CONCRETO,REVO
PREPARACION DE DESCANSOS DE GRADAS Y ESCALERAS DE CONCRETO,REVO
REVESTIMIENTO DE GRADAS Y ESCALERAS CON PORCELANATO COLOR BEIGE,REVO
REVESTIMIENTO DE DESCANSOS DE GRADAS Y ESCALERAS CON PORCELANATO COLOR BEIGE,REVO
CIELORRASOS CON MEZCLA DE CEMENTO-ARENA,REVO
PISOS Y PAVIMENTOS,PP
CONTRAPISO DE 48 MM.,PP
"PISO LAMINADO E=8 MM, COLOR ROBLE O SIMILAR",PP
PISO DE PORCELANATO 60X60 CM. COLOR BEIGE O SIMILAR,PP
PISO DE PORCELANATO 60X60 CM. COLOR BEIGE CLARO O SIMILAR,PP
PISO DE PORCELANATO 60X60 CM. COLOR BEIGE OBSCURO O SIMILAR,PP
PISO DE PORCELANATO 60X60 CM. COLOR GRIS CLARO O SIMILAR,PP
PISO DE PORCELANATO 60X60 CM. COLOR GRIS OBSCURO O SIMILAR,PP
PISO DE CEMENTO PULIDO,PP
VEREDA DE CONCRETO SIMPLE F'C=175 KG/CM2 E=10CM. ACABADO PASTA 1:2,PP
ZOCALO DE PORCELANATO DE 60 X 60 CM COLOR BLANCO,ZC
ZOCALO DE PORCELANATO DE 60 X 60 CM COLOR GRIS CLARO,ZC
ZOCALO DE CEMENTO PULIDO,ZC
"CONTRAZOCALO DE MDF DE H=7CM, COLOR ROBLE O SIMILAR",ZC
CONTRAZOCALO RECTO DE PORCELANATO COLOR BEIGE  DE 0.10 M,ZC
CONTRAZOCALO DE PORCELANATO COLOR BEIGE  DE 0.10 M EN PASOS Y CONTRAPASOS DE ESCALERAS,ZC
CONTRAZOCALO RECTO DE PORCELANATO COLOR BEIGE CLARO DE 0.10 M,ZC
CONTRAZOCALO RECTO DE PORCELANATO COLOR BEIGE OBSCURO DE 0.10 M,ZC
CONTRAZOCALO RECTO DE PORCELANATO COLOR GRIS CLARO  DE 0.10 M,ZC
"CONTRAZOCALO DE CEMENTO PULIDO DE H=10 CM,1:5, A RAS, INC. BRUÑA",ZC
COBERTURA DE TECHO CON LADRILLO PASTELERO,COB
COBERTURA LIGERA CON POLICARBONATO,COB
"PUERTA PRINCIPAL CONTRAPLACA ENCHAPADA EN MADERA, COLOR NATURAL  DE 1.00 X 2.10 M",PUER
"PUERTA INTERIOR CONTRAPLACA, COLOR BLANCO, DE 0.80 X 2.10 M",PUER
"PUERTA INTERIOR TIPO VAIVEN CONTRAPLACA, COLOR BLANCO, DE 0.80 X 2.10 M",PUER
"PUERTA INTERIOR CONTRAPLACA, COLOR BLANCO, DE 0.70 X 2.10 M",PUER
PUERTA CONTRAPLACADA TRIPLAY DE 2 HOJAS 0.90X2.10 M,PUER
"REPOSTERO BAJO DE MELAMINA, COLOR ROBLE Y SEGUN DISEÑO",MCO
"REPOSTERO ALTO DE MELAMINA, COLOR ROBLE Y SEGUN DISEÑO",MCO
"MUEBLE BAJO DE MELAMINA PARA LAVATORIO, COLOR HAYA, 1.20 M Y SEGUN DISEÑO",MCO
"MUEBLE BAJO DE MELAMINA PARA LAVATORIO, COLOR HAYA, 0.85-0.90 M Y SEGUN DISEÑO",MCO
"MUEBLE DE RECEPCION DE MELAMINA, COLOR GRIS PLATA, SEGUN DISEÑO",MCO
"CLOSET DE MELAMINE 18 MM, COLOR BLANCO, S/DISEÑO",MCO
PUERTA METALICA DE REGISTRO DE 0.90 X 0.70 M,CMT
"BARANDA METALICA ESCALERA, TUBERIA F.N. DE 2""",CMT
"PASAMANOS DE TUBO METALICO DE   1 1/2""",CMT
ESCALERA DE GATO PARA ACCESO A CTO DE BOMBAS 1.80 M,CMT
ESCALERA DE GATO CON ANILLO DE SEGURIDAD ACCESO A AZOTEA 2.20 M,CMT
TAPA METALICA SANITARIA DESMONTABLE ACCESO AZOTEA 0.60 X 0.70 M,CMT
REJILLA METALICA DESMONTABLE CTO DE BOMBAS 0.70 X 0.80 M,CMT
REJILLA METALICA SUMIDERO DE 1.20 X 0.10 M,CMT
REJILLA METALICA SUMIDERO DE 1.30 X 0.10 M,CMT
REJILLA METALICA SUMIDERO DE 3.00 X 0.15 M,CMT
"BISAGRA CAPUCHINA ALUMINIZADA DE 4"" X 4""",CERR
"BISAGRA CAPUCHINA ALUMINIZADA DE 3"" X 3""",CERR
BISAGRA TIPO VAIVEN PUERTA DE COCINA,CERR
CERRADURA PARA PTA. PRINCIPAL YALE  C/MANIJA DOS GOLPES,CERR
RECIBIDOR ELECTRICO,CERR
CERRADURA PARA PTA. EXTERIOR  TIPO POMO YALE  ,CERR
"CERRADURA DE POMO FORTE, COLOR ACERO, PUERTA INTERIOR",CERR
CERRADURA PUERTA DE BAÑO C/SEGURO INTERIOR,CERR
PUERTA PRINCIPAL DE CRISTAL TEMPLADO DE 8 MM,VMP
"VENTANA CORREDIZA VIDRIO SIMPLE DE 6 MM, PERFILERIA DE ALUMINO EN SISTEMA NOVA",VMP
"VENTANA CORREDIZA VIDRIO CATEDRAL EN SS.H., PERFILERIA DE ALUMINO EN SISTEMA NOVA",VMP
"MAMPARA CORREDIZA CON CRISTAL TEMPLADO INCOLORO DE 8 MM, PERFILERIA DE ALUMINIO SISTEMA NOVA",VMP
"BALCONES DE VIDRIO TEMPLADO INCOLORO DE 8 MM, PERFILERIA DE ALUMINIO",VMP
CRISTAL TEMPLADO PAVONADO DE 8 MM EN INGRESO PRINCIPAL,VMP
CRISTAL TEMPLADO PAVONADO DE 8 MM EN AZOTEA ,VMP
PINTURA DURALATEX EMPASTADO EN MUROS INTERIORES,PINT
