Descripcion,Codigo,Especialidad
picado solados para encuentro anillos,CA,ESTRUCTURAS
picado cuna vaciado (producto del vaciado con chute),CA,ESTRUCTURAS
resane muros en cunas por vaciado,CA,ESTRUCTURAS
dados concreto para encofrados - muros contencion,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para volados,CA,ESTRUCTURAS
encofrado desencofrado normal volados,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para parapeto,CA,ESTRUCTURAS
encofrado desencofrado normal parapeto,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para viga confinada,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para losas aligeradas,CA,ESTRUCTURAS
encofrado desencofrado normal losas aligeradas,CA,ESTRUCTURAS
losas aligeradas postensadas,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para muro desacoplado,CA,ESTRUCTURAS
encofrado desencofrado normal muro desacoplado,CA,ESTRUCTURAS
"junta poliestireno e=""",CA,ESTRUCTURAS
disipador sismico,CA,ESTRUCTURAS
conector tipo peine,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para muro armado,CA,ESTRUCTURAS
encofrado desencofrado normal muro armado,CA,ESTRUCTURAS
concreto premezdo impermeabilizado f'c= kg/cm piscina penthouse,CA,ESTRUCTURAS
encofrado desencofrado normal piscina penthouse,CA,ESTRUCTURAS
junta sismica (entre edificios e= cm),CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para sardinel,CA,ESTRUCTURAS
encofrado desencofrado normal sardinel,CA,ESTRUCTURAS
concreto premezcldo impermeabilizado f'c= kg/cm piscina er nivel,CA,ESTRUCTURAS
encofrado desencofrado normal piscina primer nivel,CA,ESTRUCTURAS
refuerzo adicional para anclaje acero corrugado fy= kg/cm grado,CA,ESTRUCTURAS
muros con placa p (e=cm),ALB,ARQUITECTURA
muro con placa p- (e = cm),ALB,ARQUITECTURA
muro doble con placa p- (e = cm),ALB,ARQUITECTURA
viguetas prefabricadas para dinteles,ALB,ARQUITECTURA
solaqueo placas (escaleras evacuacion),REVO,ARQUITECTURA
solaqueo placas columnas (sotanos),REVO,ARQUITECTURA
solaqueo interior muros (escalera evacuacion),REVO,ARQUITECTURA
solaqueo interior en pozos ascensores,REVO,ARQUITECTURA
solaqueo interior ductos inyeccion toma aire exterior,REVO,ARQUITECTURA
solaqueo interior ductos extraccion expulsion monoxido,REVO,ARQUITECTURA
solaqueo interior ductos montantes instalaciones electricas,REVO,ARQUITECTURA
solaqueo interior ductos montantes instalaciones sanitarias,REVO,ARQUITECTURA
tarrajeo muros interiores (sotanos),REVO,ARQUITECTURA
solaqueo muros contra terreno en sotanos,REVO,ARQUITECTURA
"tarrajeo impermeabilizado en canaletas a=m, h=cm",REVO,ARQUITECTURA
"tarrajeo fondo escalera mezc c:a :,e=cm",REVO,ARQUITECTURA
tarrajeo impermeabilizado hidrofugo en cisternas,REVO,ARQUITECTURA
vestiduras derrames ancho= m,REVO,ARQUITECTURA
brunas x cm,REVO,ARQUITECTURA
"forjado revestimiento gradas escaleras, cemento pulido (escaleras evacuacion)",REV,ARQUITECTURA
cantoneras cemento pulido cm con brunas en pasos escaleras (escaleras evacuacion sotanos),REV,ARQUITECTURA
contrapiso e=mm,PP,ARQUITECTURA
nivelacion pisos en los estacionamientos,PP,ARQUITECTURA
cielorrasos tarrajeados,REVO,ARQUITECTURA
cielorrasos solaqueados con mezcla,REVO,ARQUITECTURA
cielorraso impermeabilizado en cisterna,REVO,ARQUITECTURA
"nicho para valvulas /"" ( x cm) s/tapa",ALB,ARQUITECTURA
"tabique drywall st "" (para ducto gas)",ALB,ARQUITECTURA
solaqueo interior ductos aire acondicionado,REVO,ARQUITECTURA
solaqueo interior ductos servicios higienicos,REVO,ARQUITECTURA
solaqueo interior ductos montantes gas,REVO,ARQUITECTURA
solaqueo interior extraccion aire terma a gas,REVO,ARQUITECTURA
tarrajeo rayado primario en muros,REVO,ARQUITECTURA
tarrajeo columnas placas,REVO,ARQUITECTURA
tarrajeo impermeabilizado hidrofugo en piscina (azotea),REVO,ARQUITECTURA
"tarrajeo sardineles en duchas (h= m, a=)",REVO,ARQUITECTURA
vestidura derrames ancho=m,REVO,ARQUITECTURA
cielorrasos solaqueados (escalera evacuacion),REVO,ARQUITECTURA
cielorrasos solaqueados (pozo ascensores),REVO,ARQUITECTURA
tarrajeo impermeabilizado hidrofugo en piscina (areas comunes),REVO,ARQUITECTURA
"tarrajeo impermeabilizado sardineles concreto en jardineras, a=m; h=m (jardineras exteriores posteriores en er piso)",REVO,ARQUITECTURA
"tarrajeo sardineles concreto en rampa exterior, a=m; h=m (er piso)",REVO,ARQUITECTURA
"tarrajeo impermeabilizado sardineles concreto en jardineras, a=m; h=m (jardineras exteriores del er piso)",REVO,ARQUITECTURA
piso cemento impermeabilizado en jardines jardineras,PP,ARQUITECTURA
piso cemento impermeabilizado en rampa (ingreso al sotano),PP,ARQUITECTURA
"piso porcelanato xcm color gris claro, modelo castel creta ( hall ascensores)",PP,ARQUITECTURA
"piso ceramico granilla xcm, color gris, marca celima",PP,ARQUITECTURA
"revestimiento antivibratorio acustico (registrador acelerografico, grupo electrogeno, cuarto calentadores bomba piscina)",REV,ARQUITECTURA
contrazocalo porcelanato en hall ascensores,ZC,ARQUITECTURA
contrazocalo sanitario en cuarto basura,ZC,ARQUITECTURA
contrazocalo pintado con esmalte,ZC,ARQUITECTURA
contrazocalo cemento pulido,ZC,ARQUITECTURA
empastado en cieloraso,PINT,ARQUITECTURA
empastado en muros interiores,PINT,ARQUITECTURA
pintura muros interiores,PINT,ARQUITECTURA
puerta p- con rejilla ventilacion para depositos en sotano,PUER,ARQUITECTURA
puerta para tuberias iiss (x) (antesp-),PUER,ARQUITECTURA
puerta para tuberias iiee (x) (antes p-),PUER,ARQUITECTURA
pfc- cortafuego rf minutos,CMT,ARQUITECTURA
"barandas fe o"" con travesanos varillas fe o/"" en escalera evacuacion h=m",CMT,ARQUITECTURA
"pasamanos fe o"" en escalera evacuacion h=m",CMT,ARQUITECTURA
baranda fe ( hall ascensores ),CMT,ARQUITECTURA
baranda fe en escalera hall ascensor (ambos lados),CMT,ARQUITECTURA
canaleta drenaje fe,CMT,ARQUITECTURA
"bisagra par "" x "" x mm acero inox con pin removible",CERR,ARQUITECTURA
cerrojo alta seguridad elite acero satinado zender ce- (cerradura piso depositos vendibles),CERR,ARQUITECTURA
barra antipanico metalica von duprin a o similar cromado satinado ce- (escalera evacuacion-sotanos),CERR,ARQUITECTURA
manija con cerradura (pcf- pfc-),CERR,ARQUITECTURA
pintura trafico senalizacion lineal (delimitacion estac lineas carriles),EVAC,EQUIPAMIENTO
pintura numeracion en pisos (estacionamientos),EVAC,EQUIPAMIENTO
"senalizacion interior: senales inidicativas piso /o nivel (escaleras, pasillos hall ascensores)",EVAC,EQUIPAMIENTO
"senalizacion interior: senales variadas, vinil autoadhesivo fotoluminiscente x",EVAC,EQUIPAMIENTO
luminaria emergencia,EVAC,EQUIPAMIENTO
extintor polvo quimico seco kgs (pqs),EVAC,EQUIPAMIENTO
tope estacionamiento,TVAR,ARQUITECTURA
esqunieros protectores caucho con reflectivos,TVAR,ARQUITECTURA
espejo panoramico seguridad sotanos,TVAR,ARQUITECTURA
podio concreto,TVAR,ARQUITECTURA
"piso madera bambu (sala, comedor, pasadisos, dormitorios, vestidores)mmxmmxmm",PP,ARQUITECTURA
"zocalo bambu (sala,comedor, pasadisos, dormitorios,vestidores) |mmxmmxmm",PP,ARQUITECTURA
molduras bambu (mmxmmxmm),PP,ARQUITECTURA
espuma mm plastico micras para instalacion piso bambu,PP,ARQUITECTURA
instalacion piso bambu,PP,ARQUITECTURA
piso argenta fibra gres porc esmaltado (banos dormitorios secundarios),PP,ARQUITECTURA
piso porcelanato argenta light stone grey x (bano visita),PP,ARQUITECTURA
piso argenta toulouse gres porc esmatado x (bano dormitorio principal),PP,ARQUITECTURA
piso argenta random blanc o clair x (cocina lavanderia),PP,ARQUITECTURA
"piso porcelanato xcm color marron, modelo cementi tabacco, marca castel",PP,ARQUITECTURA
piso argenta olimpus gres porc esmaltado x (dormitorio bano servicio),PP,ARQUITECTURA
piso ceramico pepelma celeste (piso+ paredes + gradas piscinas),PP,ARQUITECTURA
piso porcelanato x marazzi treverk capuccino,PP,ARQUITECTURA
piso terrazo en borde pisicna,PP,ARQUITECTURA
"piso piso marmol en zona ninos sum , gym - er piso",PP,ARQUITECTURA
piso argenta random clair x (banos er piso),PP,ARQUITECTURA
piso cemento frotachado con brunas cm @cm para rampas peatonales - er piso,PP,ARQUITECTURA
piso marmol en lobby areas comunes- (er piso + escalera),PP,ARQUITECTURA
piso brunado en rampa vehicular- er piso,PP,ARQUITECTURA
piso rampa peatonal- er piso,PP,ARQUITECTURA
piso tecnico en techo,PP,ARQUITECTURA
"contrazocalo porcelanato xcm color gris claro, modelo castel creta (h= cm) (cocina-lavanderia)",ZC,ARQUITECTURA
"contrazocalo porcelanato h=cm, color marron, modelo cementi tabacco, marca castel (h=cm) en terrazas",ZC,ARQUITECTURA
contrazocalo ceramico xcm en dormitorio/area servicio h=cm,ZC,ARQUITECTURA
moldura poliestireno extruido blanco moldura (bano visita),ZC,ARQUITECTURA
"contrazocalo porcelanato xcm color gris claro, modelo cemento grigio, marca castel (bano visitas h=cm)",ZC,ARQUITECTURA
contrazocalo marmol lobby en er piso,ZC,ARQUITECTURA
"contrazocalo porcelanato x marron, klipen basalt antracita lappato h=m en banos del er piso",ZC,ARQUITECTURA
contrazocalo solaqueado h=cm con bruna superor xcm- rampa vehicualr,ZC,ARQUITECTURA
contrazocalo pintado con esmalte (escalera evacuacion),ZC,ARQUITECTURA
"contrazocalo marmol (sum, gym, sala nino) en er piso",ZC,ARQUITECTURA
"zocalo porcelanato tempo klipen xcm, color blanco (bano dorm principal)",ZC,ARQUITECTURA
"zocalo ceramico xcm color blanco, modelo glass white (bano dorm secundario)",ZC,ARQUITECTURA
revestimiento,ZC,ARQUITECTURA
"revestimiento ceramico nevada blanco bri xcm, modelo brillante (lavanderia)",ZC,ARQUITECTURA
"revestimiento ceramico america x enrasado blanco, celima ( bano servicio)",ZC,ARQUITECTURA
tablero granito colonial white - banos er piso,ZC,ARQUITECTURA
tablero granito en banos dormitorios principal secundarios,ZC,ARQUITECTURA
tablero granito cocinas,ZC,ARQUITECTURA
"revestimiento papel decorativo, modelo lg nymph - banos visita)",ZC,ARQUITECTURA
revestimiento gres porcelanico bunker r-grafito xcm o similar (terrazas fachada principal),ZC,ARQUITECTURA
revestimiento granalla (techo terrazas principal),ZC,ARQUITECTURA
revestimiento madera ( escaleras departamentos),ZC,ARQUITECTURA
revestimiento enchapado en madera con detalles espejos+bastidor madera cedro,ZC,ARQUITECTURA
mdf mm enchapado en madera (hall ascensores- primer piso),ZC,ARQUITECTURA
muro con acabado fachaleta xx-cm dakota blanca cristal (area piscina),ZC,ARQUITECTURA
revestimiento concreto expuesto brunado (muro ducha -piscina),ZC,ARQUITECTURA
"papel decorativo muro, rollo",ZC,ARQUITECTURA
"p- (x ) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p-a (x ) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p-b (x ) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p-c (x ) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p- ( x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p-a ( x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p-b ( x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p- (x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p-a (x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco",PUER,ARQUITECTURA
"p- (x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco corrediza",PUER,ARQUITECTURA
"p- (x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco vaiven",PUER,ARQUITECTURA
"p- (x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco puerta servicio",PUER,ARQUITECTURA
"p- (x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco ducto sanitario",PUER,ARQUITECTURA
"p- ((x) contraplacadas mdf mm marco "" acabado gloss sanitano blanco ducto electrico",PUER,ARQUITECTURA
closet cl melamina blanca hr,CLO,ARQUITECTURA
walking closet cl melamina blanca hr,CLO,ARQUITECTURA
"mueble alto puertas costados vistos en mdf ambas caras pintura poliuretano, interior melamina blanca hd",MCO,ARQUITECTURA
"mueble bajo puertas costados vistos en mdf ambas caras pintura poliuretano, interior melamina blanca hd",MCO,ARQUITECTURA
"modulo melamine blanca hd "" tapacanto delgado, cierre lento,tirador acero tipo perilla",MBA,ARQUITECTURA
tableros granito negro aracruz mm,TAB,ARQUITECTURA
tableros silestone expo mm,TAB,ARQUITECTURA
m- lobby x,VMP,ARQUITECTURA
m- gimnacio x,VMP,ARQUITECTURA
m- sala ninos x,VMP,ARQUITECTURA
m- sum x,VMP,ARQUITECTURA
m- acceso a jardin posterior x,VMP,ARQUITECTURA
"m- dormitorio (,,,,,,) *",VMP,ARQUITECTURA
"m- sala (,,,,,) x",VMP,ARQUITECTURA
"m- sala (, ) x",VMP,ARQUITECTURA
"m- sala (, , , , , ) x",VMP,ARQUITECTURA
"m- dormitorio (, , , , , , ) x",VMP,ARQUITECTURA
"m- dormitorio (, , , , , ) x",VMP,ARQUITECTURA
"m- cocina (, , , , , , ,) x",VMP,ARQUITECTURA
m- mampara area servicio x,VMP,ARQUITECTURA
"m- mampara area servicio ( , , , ) x",VMP,ARQUITECTURA
"m- lavanderia (, , , ,,) x",VMP,ARQUITECTURA
"m- sala (, , ) x",VMP,ARQUITECTURA
"m- sala (, , , ) x",VMP,ARQUITECTURA
"m- dormitorio (, , ) x",VMP,ARQUITECTURA
"m- lavanderia (, , ) x",VMP,ARQUITECTURA
"m- area servicio (, , ) x",VMP,ARQUITECTURA
"m- cocina (, , ) x",VMP,ARQUITECTURA
m- dormitorio () x,VMP,ARQUITECTURA
"m- sala (, , , , ) x",VMP,ARQUITECTURA
"m- lavanderia (,) x",VMP,ARQUITECTURA
"m- cocina (, ) x",VMP,ARQUITECTURA
"m- dormitorio (, ) x",VMP,ARQUITECTURA
m- sala () x,VMP,ARQUITECTURA
m- cocina () x,VMP,ARQUITECTURA
m- estar azotea () x,VMP,ARQUITECTURA
m- sala azotea () x,VMP,ARQUITECTURA
"m- sum, sshh discp sala ninos, gimnacio x",VMP,ARQUITECTURA
m- acceso jardin posterior x,VMP,ARQUITECTURA
v- sshh discapacitado,VMP,ARQUITECTURA
v- zona juegos *,VMP,ARQUITECTURA
"v- dorm servicio (, ) a serv (, ) x",VMP,ARQUITECTURA
v- sshh toodos los departamentos,VMP,ARQUITECTURA
pc (x),VMP,ARQUITECTURA
"b extremo derecho pisos ,,,, (x)",VMP,ARQUITECTURA
"b extremo izquierdo pisos ,,,, (x)",VMP,ARQUITECTURA
"b extremo derecho pisos , (x)",VMP,ARQUITECTURA
"b extremo izq pisos , (x)",VMP,ARQUITECTURA
b extremo derecho pisos (x),VMP,ARQUITECTURA
b estremo izq pisos (x),VMP,ARQUITECTURA
b extremo izq pisos (x),VMP,ARQUITECTURA
b pisos (x),VMP,ARQUITECTURA
b azotea (x),VMP,ARQUITECTURA
"b extremo izq pisos ,,,,,,,,, (x)",VMP,ARQUITECTURA
"b extremo derecho pisos ,,,,,, (x) frente posterior",VMP,ARQUITECTURA
"b extremo derecho pisos , frente posterior (x)",VMP,ARQUITECTURA
"b pisos , frente posterior (x)",VMP,ARQUITECTURA
b pisos frente posterior,VMP,ARQUITECTURA
b azotea frente posterior (x),VMP,ARQUITECTURA
"rejilla lateral aluminio los vanos m-, , , , (x)",VMP,ARQUITECTURA
c- duscto montantes gas (x),VMP,ARQUITECTURA
c- ductos montantes gas (x),VMP,ARQUITECTURA
barrera contraincendio (contension),CMT,ARQUITECTURA
"puerta con sistema levadizo, marco fierro con celosia madera xm, color aluminioinlc motor industrial a /hp",CMT,ARQUITECTURA
baranda metalicas fe en primer piso h=,CMT,ARQUITECTURA
baranda en escaleras duplex h=m,CMT,ARQUITECTURA
pasamanos en escaleras duplex h=m,CMT,ARQUITECTURA
baranda en piscina -azotea h=,CMT,ARQUITECTURA
baranda en techo h=m,CMT,ARQUITECTURA
canaleta drenaje fe en er piso- piscina,CMT,ARQUITECTURA
escalera gato en piscina,CMT,ARQUITECTURA
cerradura manija acero inox con llave ext mariposa interior zender,CMT,ARQUITECTURA
cerradura electronica con pantalla tactil schlage touch satinado niquel ce*-,CMT,ARQUITECTURA
manija modelo allegra cantol o similar niquel satinado ce- (closets tablero iiss),CMT,ARQUITECTURA
"manija hager serie o similar, niquel satinado ce-",CMT,ARQUITECTURA
sistema acero inoxidable con garuchas para puerta corrediza ce-,CMT,ARQUITECTURA
barra antipanico metalica von duprin a o similar cromado satinado ce- (escalera evacuacion),CMT,ARQUITECTURA
manija con cerradura (pcf- pfc-),CMT,ARQUITECTURA
empastado en cieloraso + vigas,PINT,ARQUITECTURA
pintura en cieloraso + vigas,PINT,ARQUITECTURA
espejo panoramico seguridad,TVAR,ARQUITECTURA
tapas pvc para nichos valvulas x cm,TVAR,ARQUITECTURA
sembrado grass natural en jardines jardineras,TVAR,ARQUITECTURA
tierra cultivo en jardineras h=cm,TVAR,ARQUITECTURA
techo sol sombra madera en terraza,VCM,ARQUITECTURA
rejillas metalicas toma aire fresco color gris charcol x),TVAR,ARQUITECTURA
rejilla estetica para ducto terma - ancho=m,TVAR,ARQUITECTURA
rejilla ventilacion para instalaciones gas - ancho=m (fachada),TVAR,ARQUITECTURA
falso cielorraso madera machiembrada,TVAR,ARQUITECTURA
contrapiso en azotea,PP,ARQUITECTURA
piso cemento brunado en sotano,PP,ARQUITECTURA
cable: -x mm nhx- + xmm nhx-(t),CEL,IIEE
cable: -x mm nxoh + xmm nxoh(t),CEL,IIEE
cable: -x mm nxoh + xmm nxohx(t),CEL,IIEE
tuberia pvc-sap electrica mm,CEL,IIEE
cable: -x mm nh,CEL,IIEE
cable: -x mm nh- + xmm nh-,CEL,IIEE
cable: -x mm nhx- + xmm nxh-(t),CEL,IIEE
cable -xmm nh + xmm(t)nh,CEL,IIEE
cable: -x mm nh- + xmm nh-(t),CEL,IIEE
cable: -x mm nxoh + x mm nxoh(t),CEL,IIEE
tuberia pvc-l electrica mm,CAN,IIEE
salida para artefacto alumbrado fluorescente,SAL,IIEE
salida para artefacto alumbrado fluorescente circular,SAL,IIEE
salida para tomacorriente doble con puesta a tierra,SAL,IIEE
salida para central alarma contra incendio,SAL,IIEE
salida para sirena aci,SAL,IIEE
salida para activador desactivador alarma c-incendio (solo tuberia caja),SAL,IIEE
salida fuerza para registrador acelerografico,SAL,IIEE
extractor jet fan,SAL,IIEE
salida fuerza para bomba agua potable,SAL,IIEE
salida fuerza para bomba desague,SAL,IIEE
salida fuerza para bomba contra incendios,SAL,IIEE
salida fuerza para bomba jockey,SAL,IIEE
salida fuerza para control nivel cisterna agua,SAL,IIEE
salida fuerza para control nivel cisterna baci,SAL,IIEE
salida fuerza para control nivel cisterna jockey,SAL,IIEE
salida fuerza para extractor banos,SAL,IIEE
salida fuerza para inyector centrifugo aire,SAL,IIEE
tuberia pvc-sap electrica mm,SAL,IIEE
caja fdeggdeg pesada xxmm,CP,IIEE
caja fdeggdeg pesada octogonal xmm,CP,IIEE
caja fdeggdeg pesada xxmm_intercomunicador,CP,IIEE
caja fdeggdeg pesada xxmm_telefono,CP,IIEE
tuberia pvc-sap electrica mm,COM,IIEE
cable: -x mm nhx- + xmm nhx-,CEL,IIEE
salida alumbrado pared,SAL,IIEE
salida para alumbrado tipo braquete,SAL,IIEE
salida para artefactos tipo dicroico,SAL,IIEE
salida alumbrado tipo rejilla,SAL,IIEE
salida interruptor triple (tipica),SAL,IIEE
salida interruptor conmutacion doble + interruptor simple,SAL,IIEE
salida interruptor xa,SAL,IIEE
salida para tomacorriente bipolar doble + lt a prueba agua,SAL,IIEE
salida para intercomunicador porteria,SAL,IIEE
salida fuerza para cocina electrica,SAL,IIEE
salida fuerza para uc,SAL,IIEE
salida fuerza para lavadora,SAL,IIEE
salida fuerza para secadora,SAL,IIEE
salida fuerza para aire acondicionado,SAL,IIEE
salida fuerza para unidad evaporadora,SAL,IIEE
salida fuerza para extractor centrifugo,SAL,IIEE
salida para tv cable,COM,IIEE
cable -xmmthw,COM,IIEE
caja fdeggdeg pesada xx mm,CP,IIEE
salida para alumbrado en piscina s/cable,SAL,IIEE
salida fuerza para electrobomba piscina,SAL,IIEE
salida fuerza para motor ascensor,SAL,IIEE
salida fuerza para extractor ecp-,SAL,IIEE
pozo puesta a tierra- ohms,SPT,IIEE
cable desnudo cu mmo,SPT,IIEE
"excavacion manual para redes electricas,ancho=m,alto h=m",SPT,IIEE
relleno compactado con material propio,SPT,IIEE
relleno con material prestamo compactado e= mt,SPT,IIEE
excavacion pozo a tierra,SPT,IIEE
acarreo material excedente,SPT,IIEE
eliminacion mat excedente,SPT,IIEE
cinta senalizadora,SPT,IIEE
banco medidores (solo obra civil),BM,IIEE
pruebas electricas baja tension,IEIM,IIEE
pruebas para pozo a tierra,IEIM,IIEE
pruebas aislamiento electrico,IEIM,IIEE
transformador v kw,IEIM,IIEE
tablero general tg-sg,TEL,IIEE
tablero electrico tf-,TEL,IIEE
tablero electrico td-sg-,TEL,IIEE
bandeja xmm,CAN,IIEE
placa para tomacorrientes,SAL,IIEE
equipo alumbrado con fluorescente w adosado a techo,LUM,ARQUITECTURA
equipo alumbrado empotrado en techo o pared tipo braquet,LUM,ARQUITECTURA
equipo alumbrado todo plastico cuadrado opal con lampara fluorescente circular w,LUM,ARQUITECTURA
tomacorriente bipolar doble con l/t sistema normal,SAL,IIEE
tablero electrico stf-,TEL,IIEE
tablero electrico std-,TEL,IIEE
placa para salida tv,SAL,IIEE
placa para salida telefonia,SAL,IIEE
interruptor unipolar triple,SAL,IIEE
interruptor conmutacion simple,SAL,IIEE
interruptor conmutacion doble,SAL,IIEE
exteriores areas comunes,SAL,IIEE
luminaria compacta tipo rejilla con lamparas fluorescentes,LUM,ARQUITECTURA
luminaria adosado a techo con una lampara halogeno metalico w similar a josfel metal spot,LUM,ARQUITECTURA
luminaria empotrado a techo dicroico xw transformador v/v,LUM,ARQUITECTURA
medidores energia electrica,SAL,IIEE
salida control para sensores monoxido,SAL,IIEE
"salida para agua fria /""",AF,IISS
"valvula esferica o /""",AF,IISS
"valvula esferica o """,AF,IISS
"caja para valvula o /""",AF,IISS
"caja para valvula o """,AF,IISS
"reduccion o/"" a o/"" pvc",AF,IISS
"codo pvc c- o /"" o",AF,IISS
"codo pvc c- o"" o",AF,IISS
"codo pvc c- o/"" o",AF,IISS
"tee pvc o /""",AF,IISS
"tee pvc o""",AF,IISS
"tee pvc o/""",AF,IISS
"niple fierro galvanizado o""",AF,IISS
"niple fierro galvanizado o/""",AF,IISS
"union universal fierro galvanizado o""",AF,IISS
"union universal fierro galvanizado o/""",AF,IISS
"salida desague pvc - sap o """,DES,IISS
"salida ventilacion pvc-sal o """,DES,IISS
"tuberia para desague pvc - sap o """,DES,IISS
"tuberia para ventilacion pvc - sal o """,DES,IISS
trazo replanteo zanja para redes sanitarias,DES,IISS
excavacion relleno zanja para instalaciones,DES,IISS
"codo pvc - sap o "" x """,DES,IISS
"reduccion pvc - sap "" - """,DES,IISS
"tee pvc - sap o """,DES,IISS
"yee pvc - sap o """,DES,IISS
"sumidero con trampa p o """,DES,IISS
"tapon macho o """,DES,IISS
"caja sumidero o """,DES,IISS
prueba hidraulica para desague,DES,IISS
"tuberia pvc c- /""'",AF,IISS
"reduccion o /"" a o"" pvc",AF,IISS
"reduccion o /"" a o/"" pvc",AF,IISS
"reduccion o"" a o/"" pvc",AF,IISS
"medidor interno /""",AF,IISS
piscina uso comun,AF,IISS
piscina departamento,AF,IISS
"salida agua caliente tuberia cpvc c- o /""",AC,IISS
redes agua caliente,AC,IISS
"red tuberia agua caliente cpvc c- o/""",AC,IISS
"red tuveria agua caliente cpvc c- o/""",AC,IISS
"reduccion cpvc para agua caliente o /"" - /""",AC,IISS
"codo cpvc c- o o/""",AC,IISS
"tee cpvc o/""",AC,IISS
"niple fierro galvanizado o/""",AC,IISS
"union universal fierro galvanizado o/""",AC,IISS
"tapon macho o /""",AC,IISS
"tuberia para desague pvc - sap o /""",DES,IISS
"codo sanitario pvc - sap o "" - """,DES,IISS
"codo pvc - sap o /"" x """,DES,IISS
"reduccion pvc - sap /"" - /""",DES,IISS
"tee pvc - sap o /""",DES,IISS
"yee pvc - sap o /""",DES,IISS
"sumidero con trampa p o /""",DES,IISS
"canaleta media cana o """,DES,IISS
suministro pisicna uso comun,EQB,IISS
suministro piscina penthuose,EQB,IISS
inodoro suspendido c/tapa caida lenta marca roca,ASG,ARQUITECTURA
inodoro nexo one piece trampa oculta marca roca,ASG,ARQUITECTURA
inodoro nexo two piece trampa oculta marca roca,ASG,ARQUITECTURA
inodoro d'aqua one piece plus blando,ASG,ARQUITECTURA
lavatorio twistlavabo blanco bajocubierta villeroy and boch,ASG,ARQUITECTURA
lavatorio visita sobreponer importado villeroy and boch (bano visita),ASG,ARQUITECTURA
lavatorio sin pedestal trebol,ASG,ARQUITECTURA
griferia delta mandolin para lavatorio extendido,ASG,ARQUITECTURA
griferia delta tesla monomando alta lavabo (bano visita),ASG,ARQUITECTURA
griferia monomando lavatorio vani-pro,ASG,ARQUITECTURA
griferia ducha mezcladora espanola cuadrada,ASG,ARQUITECTURA
"griferia mezcladora "" tecnogrif",ASG,ARQUITECTURA
"modelo minimalista con mandil frontal, fibra vidrio con polvo marmol x m",ASG,ARQUITECTURA
griferia ducha/tina vainsa mezcladora espanola cuadrada,ASG,ARQUITECTURA
lavaplatos be fdv acqua c,ASG,ARQUITECTURA
lavadero amazonas blanco,ASG,ARQUITECTURA
griferia lavatorio ceramic vani-liss,ASG,ARQUITECTURA
griferia llavarata llave lavatorio pesada cr,ASG,ARQUITECTURA
griferia riego italgrif,ASG,ARQUITECTURA
instalacion aparatos sanitarios,ASG,ARQUITECTURA
suministro e instalacion contometro por departamento,AF,IISS
inodoro one piece vainsa bali c/tapa caida lenta,ASG,ARQUITECTURA
lavatorio empotrar blanco trebol,ASG,ARQUITECTURA
griferia mezcladora italgrif buzios lever,ASG,ARQUITECTURA
"equipos sistema presion constante # , x hp-v",EQB,IISS
instalacion sistema presion constante #,EQB,IISS
"equipos sistema presion constante # , xhp-v",EQB,IISS
equipos bomba sumergible dentro del cuarto bombas xhp,DES,IISS
instalacion bomba sumergible,DES,IISS
bomba agua contra incendio - bomba jockey hp tablero controlador,ACI,EQUIPAMIENTO
instalacion sistema bombeo contraincendios,ACI,EQUIPAMIENTO
"sumnistro montantes, siamesas instalacion pintura, instalacion gabinetes",ACI,EQUIPAMIENTO
gabinete manguera contra incendio,ACI,EQUIPAMIENTO
sistema rociadores (suministro e instalacion),ACI,EQUIPAMIENTO
pases para mangueras aci,ACI,EQUIPAMIENTO
cajuela drywall para pases manguera aci,ACI,EQUIPAMIENTO
"extractor jet fan cfm """,ACI,EQUIPAMIENTO
"equipo inyector centrifugo con gabinete cfm, ""ca hp",SVE,EQUIPAMIENTO
"equipo inyector centrifugo con gabinete cfm, "" ca hp",SVE,EQUIPAMIENTO
"equipo extractor axial simple entrada cfm, "" ca hp",SVE,EQUIPAMIENTO
